competition NN lc B-NP
spurred VBN lc B-VP
by IN lc B-PP
deregulation NN lc B-NP
, , punc O
are VBP lc B-VP
bottoming VBG lc I-VP
out IN lc B-PRT
, , punc O
turning VBG lc B-VP
upward RB lc B-ADVP
and CC lc O
threatening VBG lc B-VP
to TO lc I-VP
fuel VB lc I-VP
inflation NN lc B-NP
. . punc O

Trucking NNP ucf B-NP
, , punc I-NP
shipping VBG lc I-NP
and CC lc I-NP
air-freight NN lc I-NP
companies NNS lc I-NP
have VBP lc B-VP
announced VBN lc I-VP
rate NN lc B-NP
increases NNS lc I-NP
, , punc O
scheduled VBN lc B-VP
for IN lc B-PP
this DT lc B-NP
fall NN lc I-NP
or CC lc O
early JJ lc B-NP
next JJ lc I-NP
year NN lc I-NP
, , punc O
reflecting VBG lc B-VP
higher JJR lc B-NP
costs NNS lc I-NP
and CC lc O
tightened VBD lc B-NP
demand NN lc I-NP
for IN lc B-PP
freight NN lc B-NP
transport NN lc I-NP
. . punc O

Major JJ ucf B-NP
shippers NNS lc I-NP
say VBP lc B-VP
they PRP lc B-NP
expect VBP lc B-VP
freight NN lc B-NP
rates NNS lc I-NP
to TO lc B-VP
rise VB lc I-VP
at IN lc B-ADVP
least JJS lc I-ADVP
as RB lc B-ADVP
fast RB lc I-ADVP
as IN lc B-PP
inflation NN lc B-NP
and CC lc B-ADVP
maybe RB lc I-ADVP
faster RBR lc B-ADVP
in IN lc B-PP
the DT lc B-NP
next JJ lc I-NP
few JJ lc I-NP
years NNS lc I-NP
. . punc O

That DT ucf B-NP
's VBZ lc B-VP
a DT lc B-NP
big JJ lc I-NP
change NN lc I-NP
from IN lc B-PP
recent JJ lc B-NP
years NNS lc I-NP
when WRB lc B-ADVP
freight NN lc B-NP
haulage NN lc I-NP
was VBD lc B-VP
a DT lc B-NP
bright JJ lc I-NP
spot NN lc I-NP
for IN lc B-PP
U.S. NNP unknown B-NP
productivity NN lc I-NP
, , punc O
helping VBG lc B-VP
to TO lc I-VP
restrain VB lc I-VP
inflation NN lc B-NP
and CC lc O
make VB lc B-VP
U.S. NNP unknown B-NP
industry NN lc I-NP
more RBR lc B-ADJP
competitive JJ lc I-ADJP
abroad RB lc B-ADVP
. . punc O

`` `` unknown O
Demand NN ucf B-NP
has VBZ lc B-VP
caught VBN lc I-VP
up IN lc B-PRT
with IN lc B-PP
the DT lc B-NP
supply NN lc I-NP
of IN lc B-PP
certain JJ lc B-NP
types NNS lc I-NP
of IN lc B-PP
freight NN lc B-NP
transportation NN lc I-NP
, , punc O
and CC lc O
rates NNS lc B-NP
are VBP lc B-VP
starting VBG lc I-VP
to TO lc I-VP
move VB lc I-VP
up IN lc B-ADVP
'' '' unknown O
at IN lc B-PP
a DT lc B-NP
rate NN lc I-NP
`` `` unknown O
close RB lc B-ADJP
to TO lc B-PP
or CC lc O
slightly RB lc B-ADJP
more JJR lc I-ADJP
than IN lc B-PP
the DT lc B-NP
inflation NN lc I-NP
rate NN lc I-NP
, , punc O
'' '' unknown O
said VBD lc B-VP
Clifford NNP ucf B-NP
Sayre NNP ucf I-NP
, , punc O
director NN lc B-NP
of IN lc B-PP
logistics NNS lc B-NP
at IN lc B-PP
Du NNP ucf B-NP
Pont NNP ucf I-NP
Co NNP ucf I-NP
. . punc O

Shippers NNS ucf B-NP
surveyed VBN lc B-VP
recently RB lc B-ADVP
by IN lc B-PP
Ohio NNP ucf B-NP
State NNP ucf I-NP
University NNP ucf I-NP
said VBD lc B-VP
they PRP lc B-NP
expect VBP lc B-VP
their PRP$ lc B-NP
freight-transport JJ lc I-NP
, , punc I-NP
storage NN lc I-NP
and CC lc I-NP
distribution NN lc I-NP
costs NNS lc I-NP
to TO lc B-VP
rise VB lc I-VP
about IN lc B-NP
4 CD num I-NP
% NN num I-NP
this DT lc B-NP
year NN lc I-NP
. . punc O

Only RB ucf B-NP
10 CD num I-NP
% NN num I-NP
of IN lc B-PP
the DT lc B-NP
250 CD num I-NP
shippers NNS lc I-NP
polled VBN lc B-VP
expected VBN lc B-VP
their PRP$ lc B-NP
freight-transport JJ lc I-NP
costs NNS lc I-NP
to TO lc B-VP
decrease VB lc I-VP
, , punc O
compared VBN lc B-PP
with IN lc B-PP
30 CD num B-NP
% NN num I-NP
who WP lc B-NP
had VBD lc B-VP
looked VBN lc I-VP
to TO lc B-PP
freight VB lc B-NP
transport NN lc I-NP
to TO lc B-VP
reduce VB lc I-VP
costs NNS lc B-NP
in IN lc B-PP
past JJ lc B-NP
years NNS lc I-NP
. . punc O

`` `` unknown O
This DT ucf B-NP
is VBZ lc B-VP
the DT lc B-NP
first JJ lc I-NP
year NN lc I-NP
since IN lc B-PP
transportation NN lc B-NP
deregulation NN lc I-NP
in IN lc B-PP
1980 CD num B-NP
that IN lc B-ADVP
we PRP lc B-NP
have VBP lc B-VP
had VBN lc I-VP
such JJ lc B-NP
a DT lc I-NP
dramatic JJ lc I-NP
and CC lc I-NP
broad-based JJ lc I-NP
upturn NN lc I-NP
in IN lc B-PP
perceived VBN lc B-NP
transportation NN lc I-NP
rates NNS lc I-NP
, , punc O
'' '' unknown O
said VBD lc B-VP
Bernard NNP ucf B-NP
LaLonde NNP ucf I-NP
, , punc O
a DT lc B-NP
transportation NN lc I-NP
logistics NNS lc I-NP
professor NN lc I-NP
at IN lc B-PP
Ohio NNP ucf B-NP
State NNP ucf I-NP
in IN lc B-PP
Columbus NNP ucf B-NP
. . punc O

The DT ucf B-NP
deregulation NN lc I-NP
of IN lc B-PP
railroads NNS lc B-NP
and CC lc I-NP
trucking NN lc I-NP
companies NNS lc I-NP
that WDT lc B-NP
began VBD lc B-VP
in IN lc B-PP
1980 CD num B-NP
enabled VBD lc B-VP
shippers NNS lc B-NP
to TO lc B-VP
bargain VB lc I-VP
for IN lc B-PP
transportation NN lc B-NP
. . punc O

Carriers NNP ucf B-NP
could MD lc B-VP
use VB lc I-VP
their PRP$ lc B-NP
equipment NN lc I-NP
more RBR lc B-ADVP
efficiently RB lc I-ADVP
, , punc O
leading VBG lc B-VP
to TO lc B-PP
overcapacity NN lc B-NP
they PRP lc B-NP
were VBD lc B-VP
eager JJ lc B-ADJP
to TO lc B-VP
fill VB lc I-VP
. . punc O

Shippers NNS ucf B-NP
cut VBP lc B-VP
about RB lc B-NP
$ $ num I-NP
35 CD num I-NP
billion CD lc I-NP
from IN lc B-PP
their PRP$ lc B-NP
annual JJ lc I-NP
, , punc I-NP
inter-city JJ lc I-NP
truck NN lc I-NP
and CC lc I-NP
rail NN lc I-NP
costs NNS lc I-NP
, , punc O
to TO lc B-PP
about RB lc B-NP
$ $ num I-NP
150 CD num I-NP
billion CD lc I-NP
, , punc O
or CC lc O
about IN lc B-NP
6.4 CD num I-NP
% NN num I-NP
of IN lc B-PP
gross JJ lc B-NP
national JJ lc I-NP
product NN lc I-NP
, , punc O
down RB lc B-ADVP
from IN lc B-PP
8 CD num B-NP
% NN num I-NP
of IN lc B-PP
GNP NNP uc B-NP
in IN lc B-PP
1981 CD num B-NP
. . punc O

But CC ucf O
with IN lc B-PP
much NN lc B-NP
of IN lc B-PP
the DT lc B-NP
inefficiency NN lc I-NP
squeezed VBN lc B-VP
out IN lc B-PP
of IN lc B-PP
the DT lc B-NP
freight-transport JJ lc I-NP
system NN lc I-NP
, , punc O
rising VBG lc B-NP
costs NNS lc I-NP
are VBP lc B-VP
likely JJ lc B-ADJP
to TO lc B-VP
be VB lc I-VP
reflected VBN lc I-VP
directly RB lc B-ADVP
in IN lc B-PP
higher JJR lc B-NP
freight NN lc I-NP
rates NNS lc I-NP
. . punc O

`` `` unknown O
Shippers NNS ucf B-NP
are VBP lc B-VP
saying VBG lc I-VP
` `` sign O
the DT lc B-NP
party NN lc I-NP
's POS lc B-VP
over IN lc B-ADJP
, , punc O
' '' pun O
'' '' unknown O
said VBD lc B-VP
Mr. NNP unknown B-NP
LaLonde NNP ucf I-NP
. . punc O

`` `` unknown O
Shippers NNS ucf B-NP
wo MD lc B-VP
n't RB lc I-VP
be VB lc I-VP
able JJ lc B-ADJP
to TO lc B-VP
look VB lc I-VP
for IN lc B-PP
transportation-cost JJ lc B-NP
savings NNS lc I-NP
as IN lc B-SBAR
they PRP lc B-NP
have VBP lc B-VP
for IN lc B-PP
the DT lc B-NP
last JJ lc I-NP
eight CD lc I-NP
or CC lc I-NP
nine CD lc I-NP
years NNS lc I-NP
. . punc O

Transport NN ucf B-NP
rates NNS lc I-NP
wo MD lc B-VP
n't RB lc I-VP
be VB lc I-VP
an DT lc B-NP
opportunity NN lc I-NP
for IN lc B-PP
offsetting VBG lc B-VP
cost NN lc B-NP
increases NNS lc I-NP
in IN lc B-PP
other JJ lc B-NP
segments NNS lc I-NP
of IN lc B-PP
the DT lc B-NP
economy NN lc I-NP
. . punc O
'' '' unknown O

Robert NNP ucf B-NP
Delaney NNP ucf I-NP
, , punc O
a DT lc B-NP
consultant NN lc I-NP
at IN lc B-PP
Arthur NNP ucf B-NP
D. NNP unknown I-NP
Little NNP ucf I-NP
Inc. NNP unknown I-NP
, , punc O
Cambridge NNP ucf B-NP
, , punc O
Mass. NNP unknown B-NP
, , punc O
said VBD lc B-VP
`` `` unknown O
We PRP ucf B-NP
've VBP lc B-VP
gotten VBN lc I-VP
all PDT lc B-NP
the DT lc I-NP
benefits NNS lc I-NP
of IN lc B-PP
deregulation NN lc B-NP
in IN lc B-PP
freight-cost JJ lc B-NP
reductions NNS lc I-NP
. . punc O

Now RB ucf B-ADVP
we PRP lc B-NP
are VBP lc B-VP
starting VBG lc I-VP
to TO lc I-VP
see VB lc I-VP
real JJ lc B-NP
freight-rate JJ lc I-NP
increases NNS lc I-NP
as IN lc B-SBAR
carriers NNS lc B-NP
replace VBP lc B-VP
equipment NN lc B-NP
, , punc O
pay VB lc B-VP
higher JJR lc B-NP
fuel NN lc I-NP
costs NNS lc I-NP
and CC lc O
pay VB lc B-VP
more JJR lc B-NP
for IN lc B-PP
labor NN lc B-NP
. . punc O

You PRP ucf B-NP
'll MD lc B-VP
see VB lc I-VP
carriers NNS lc B-NP
try VB lc B-VP
to TO lc I-VP
recoup VB lc I-VP
some DT lc B-NP
of IN lc B-PP
the DT lc B-NP
price NN lc I-NP
cutting VBG lc I-NP
that WDT lc B-NP
occurred VBD lc B-VP
previously RB lc B-ADVP
. . punc O
'' '' unknown O

Not RB ucf B-NP
everyone NN lc I-NP
believes VBZ lc B-VP
that IN lc B-SBAR
the DT lc B-NP
good JJ lc I-NP
times NNS lc I-NP
are VBP lc B-VP
over IN lc B-ADJP
for IN lc B-PP
shippers NNS lc B-NP
. . punc O

`` `` unknown O
There EX ucf B-NP
's VBZ lc B-VP
still RB lc B-ADVP
a DT lc B-NP
lot NN lc I-NP
of IN lc B-PP
pressure NN lc B-NP
on IN lc B-PP
rates NNS lc B-NP
in IN lc B-PP
both DT lc B-NP
rail NN lc I-NP
and CC lc I-NP
truck NN lc I-NP
, , punc O
'' '' unknown O
said VBD lc B-VP
Gerard NNP ucf B-NP
McCullough NNP ucf I-NP
, , punc O
lecturer NN lc B-NP
in IN lc B-PP
transportation NN lc B-NP
at IN lc B-PP
Massachusetts NNP ucf B-NP
Institute NNP ucf I-NP
of IN lc B-PP
Technology NNP ucf B-NP
. . punc O

Less-than-truckload JJ ucf B-NP
companies NNS lc I-NP
, , punc O
which WDT lc B-NP
carry VBP lc B-VP
the DT lc B-NP
freight NN lc I-NP
of IN lc B-PP
several JJ lc B-NP
shippers NNS lc I-NP
in IN lc B-PP
each DT lc B-NP
truck NN lc I-NP
trailer NN lc I-NP
, , punc O
discounted VBD lc B-VP
away RB lc B-ADVP
a DT lc B-NP
4.7 CD num I-NP
% NN num I-NP
rate NN lc I-NP
increase NN lc I-NP
implemented VBD lc B-VP
last JJ lc B-NP
April NNP ucf I-NP
. . punc O

The DT ucf B-NP
carriers NNS lc I-NP
were VBD lc B-VP
competing VBG lc I-VP
fiercely RB lc B-ADVP
for IN lc B-PP
market NN lc B-NP
share NN lc I-NP
. . punc O

Railroad-rate JJ ucf B-NP
increases NNS lc I-NP
are VBP lc B-VP
likely JJ lc B-ADJP
to TO lc B-VP
be VB lc I-VP
restrained VBN lc I-VP
by IN lc B-PP
weakening VBG lc B-NP
rail-traffic JJ lc I-NP
levels NNS lc I-NP
and CC lc O
keen JJ lc B-NP
competition NN lc I-NP
for IN lc B-PP
freight NN lc B-NP
from IN lc B-PP
trucks NNS lc B-NP
. . punc O

An DT ucf B-NP
official NN lc I-NP
at IN lc B-PP
Consolidated NNP ucf B-NP
Freightways NNP ucf I-NP
Inc. NNP unknown I-NP
, , punc O
a DT lc B-NP
Menlo NNP ucf I-NP
Park NNP ucf I-NP
, , punc I-NP
Calif. NNP unknown I-NP
, , punc I-NP
less-than-truckload JJ lc I-NP
carrier NN lc I-NP
, , punc O
said VBD lc B-VP
rate NN lc B-NP
discounting NN lc I-NP
in IN lc B-PP
that DT lc B-NP
industry NN lc I-NP
has VBZ lc B-VP
begun VBN lc I-VP
to TO lc I-VP
`` `` unknown O
stabilize VB lc B-VP
. . punc O
'' '' unknown O

Consolidated NNP ucf B-NP
Freightways NNP ucf I-NP
plans VBZ lc B-VP
to TO lc I-VP
raise VB lc I-VP
its PRP$ lc B-NP
rates NNS lc I-NP
5.3 CD num B-NP
% NN num I-NP
late JJ lc B-NP
this DT lc I-NP
year NN lc I-NP
or CC lc O
early JJ lc B-NP
next JJ lc I-NP
year NN lc I-NP
, , punc O
and CC lc O
at IN lc B-NP
least JJS lc I-NP
two CD lc I-NP
competitors NNS lc I-NP
have VBP lc B-VP
announced VBN lc I-VP
similar JJ lc B-NP
increases NNS lc I-NP
. . punc O

